ID,Localisation_producteur,X,Y,Secteur_activite,PRO,QA_t_kl,QSS_t_kl,QSP_t_kl,C/N,N_kg/t_L,P_kg/t_L,K_kg/t_L,C_kg/t_L,Prix_FCFA/kg_L,Type,destination,source,utilisation,Origine
461,462.0,4.0,7.7246042,-4.9702225,1.0,1.0,36.0,15.0,21.0,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,6.0,1.0,8.0,2.0
462,463.0,4.0,7.724476,-4.966772,1.0,1.0,107.4,44.75,62.65,15.41860465116279,17.2,11.13,6.96,265.2,65.0,0.0,6.0,1.0,8.0,2.0
463,464.0,1.0,7.729776,-5.0295489,1.0,15.0,73.0,30.415,42.585,22.0,13.5,5.0,10.0,300.0,45.0,0.0,12.0,1.0,3.0,2.0
464,465.0,1.0,7.729776,-5.0295489,1.0,16.0,36.5,15.208,21.292,33.33,15.0,7.0,10.0,500.0,12.5,0.0,12.0,1.0,3.0,2.0
465,466.0,5.0,7.7114418,-4.972965,1.0,18.0,76.65,31.95,44.7,13.46,26.0,12.0,8.0,350.0,10.0,0.0,12.0,1.0,8.0,2.0
466,467.0,35.0,7.6454763,-5.0211915,1.0,18.0,15.0,6.25,8.75,13.46,26.0,12.0,8.0,350.0,25.0,0.0,21.0,1.0,3.0,2.0
467,468.0,5.0,7.7131672,-4.9701863,1.0,3.0,35.0,14.6,20.4,16.67,1.89,2.85,1.48,31.5,100.0,0.0,6.0,1.0,3.0,2.0
468,469.0,5.0,7.7131672,-4.9701863,1.0,3.0,23.0,9.6,13.4,16.67,1.89,2.85,1.48,31.5,200.0,0.0,6.0,1.0,3.0,2.0
469,470.0,6.0,7.711374,-5.056545,1.0,3.0,2.19,0.91,1.28,16.67,1.89,2.85,1.48,31.5,30.0,0.0,6.0,1.0,3.0,2.0
470,471.0,0.0,7.686289,-4.958266,1.0,3.0,2.4,1.0,1.4,16.67,1.89,2.85,1.48,31.5,65.0,0.0,6.0,1.0,3.0,2.0
471,472.0,0.0,7.686071,-4.958593,1.0,3.0,6.6,2.75,3.85,16.67,1.89,2.85,1.48,31.5,40.0,0.0,6.0,1.0,3.0,2.0
472,473.0,5.0,7.7114419,-4.9729651,1.0,3.0,3.3,1.4,1.9,16.67,1.89,2.85,1.48,31.5,80.0,0.0,6.0,1.0,3.0,2.0
473,474.0,9.0,7.6165171,-5.0362038,1.0,3.0,7.665,3.195,4.473,16.67,1.89,2.85,1.48,31.5,45.0,0.0,6.0,1.0,3.0,2.0
474,475.0,5.0,7.7140038,-4.9695952,1.0,3.0,14.0,5.85,8.15,16.67,1.89,2.85,1.48,31.5,42.5,0.0,6.0,1.0,16.0,2.0
475,476.0,3.0,7.7047982,-4.9849126,1.0,3.0,3.285,1.369,1.916,16.67,1.89,2.85,1.48,31.5,72.5,0.0,6.0,1.0,3.0,2.0
476,477.0,5.0,7.7115159,-4.974332,1.0,4.0,1.5,0.65,0.85,9.15625,3.2,2.5,2.0,29.3,55.0,0.0,12.0,1.0,8.0,2.0
477,478.0,14.0,7.68232,-5.05385,1.0,4.0,4.813,2.0,2.8,7.471938775510204,3.92,20.23,11.9,29.29,5.0,0.0,6.0,1.0,3.0,2.0
478,479.0,14.0,7.68232,-5.05385,1.0,4.0,2.0,0.8,1.12,7.471938775510204,3.92,20.23,11.9,29.29,25.0,0.0,6.0,1.0,3.0,2.0
479,480.0,7.0,7.6659632,-5.005519,1.0,4.0,4.5,1.875,2.625,4.276923076923077,6.5,18.88,18.49,27.8,15.0,0.0,12.0,1.0,3.0,2.0
480,481.0,7.0,7.6659632,-5.005519,1.0,4.0,7.5,3.125,4.375,4.276923076923077,6.5,18.88,18.49,27.8,15.0,0.0,12.0,1.0,3.0,2.0
481,482.0,34.0,7.6890281,-4.972176,1.0,4.0,34.0,16.19,17.81,7.471938775510204,3.92,20.23,11.9,29.29,52.5,0.0,6.0,1.0,3.0,2.0
482,483.0,15.0,7.7162807,-4.9812361,1.0,4.0,54.6,22.75,31.85,7.471938775510204,3.92,20.23,11.9,29.29,100.0,0.0,16.0,1.0,3.0,2.0
483,484.0,35.0,7.6454763,-5.0211915,1.0,26.0,0.36,0.15,0.21,7.471938775510204,3.92,20.23,11.9,29.29,19.0,0.0,21.0,1.0,3.0,2.0
484,485.0,19.0,7.6741824,-5.0564076,1.0,22.0,8.4,3.19,5.22,7.471938775510204,3.92,20.23,11.9,29.29,15.0,0.0,6.0,2.0,17.0,2.0
485,486.0,5.0,7.7131672,-4.9701863,1.0,3.0,35.0,14.6,20.4,16.67,1.89,2.85,1.48,31.5,100.0,0.0,12.0,2.0,3.0,2.0
486,487.0,5.0,7.7131672,-4.9701863,1.0,3.0,23.0,9.6,13.4,16.67,1.89,2.85,1.48,31.5,200.0,0.0,12.0,2.0,3.0,2.0
487,488.0,6.0,7.711374,-5.056545,1.0,3.0,2.19,0.91,1.28,16.67,1.89,2.85,1.48,31.5,30.0,0.0,12.0,2.0,3.0,2.0
488,489.0,0.0,7.686289,-4.958266,1.0,3.0,2.4,1.0,1.4,16.67,1.89,2.85,1.48,31.5,65.0,0.0,12.0,2.0,3.0,2.0
489,490.0,0.0,7.686071,-4.958593,1.0,3.0,6.6,2.75,3.85,16.67,1.89,2.85,1.48,31.5,40.0,0.0,12.0,2.0,3.0,2.0
490,491.0,5.0,7.7114419,-4.9729651,1.0,3.0,3.3,1.4,1.9,16.67,1.89,2.85,1.48,31.5,80.0,0.0,12.0,2.0,3.0,2.0
491,492.0,5.0,7.7140038,-4.9695952,1.0,3.0,14.0,5.85,8.15,16.67,1.89,2.85,1.48,31.5,120.0,0.0,20.0,2.0,16.0,2.0
492,493.0,0.0,7.685808,-4.956959,1.0,4.0,12.0,5.0,7.0,7.471938775510204,3.92,20.23,11.9,29.29,17.0,0.0,19.0,2.0,3.0,2.0
493,494.0,12.0,7.7006906,-5.0991083,1.0,4.0,1.2,0.5,0.7,4.276923076923077,6.5,18.88,18.49,27.8,20.0,0.0,6.0,2.0,3.0,2.0
494,495.0,0.0,7.6852842,-4.9577408,1.0,4.0,3.24,1.35,1.89,7.471938775510204,3.92,20.23,11.9,29.29,10.0,0.0,19.0,2.0,3.0,2.0
495,496.0,5.0,7.6931875,-4.9943594,1.0,4.0,7.3,3.0,4.2,7.471938775510204,3.92,20.23,11.9,29.29,20.0,0.0,19.0,2.0,3.0,2.0
496,497.0,27.0,7.66924,-4.996268,1.0,4.0,3.6,1.5,2.1,4.276923076923077,6.5,18.88,18.49,27.8,13.0,0.0,19.0,2.0,3.0,2.0
497,498.0,26.0,7.65354,-5.016931,1.0,4.0,292.8,122.0,170.8,4.276923076923077,6.5,18.88,18.49,27.8,7.5,0.0,20.0,2.0,3.0,2.0
498,499.0,30.0,7.6606237,-5.0540714,1.0,4.0,7.15,3.129,4.021,4.276923076923077,6.5,18.88,18.49,27.8,16.5,0.0,20.0,2.0,3.0,2.0
499,500.0,30.0,7.6606237,-5.0540714,1.0,4.0,1.95,0.732,1.218,4.276923076923077,6.5,18.88,18.49,27.8,16.5,0.0,20.0,2.0,3.0,2.0
500,501.0,37.0,7.6698944,-5.0845758,1.0,4.0,11.7,4.875,6.825,7.471938775510204,3.92,20.23,11.9,29.29,9.0,0.0,20.0,2.0,3.0,2.0
501,502.0,37.0,7.6698944,-5.0845758,1.0,4.0,78.0,36.72,41.28,7.471938775510204,3.92,20.23,11.9,29.29,60.0,0.0,20.0,2.0,3.0,2.0
502,503.0,37.0,7.6698944,-5.0845758,1.0,4.0,104.0,43.0,60.2,7.471938775510204,3.92,20.23,11.9,29.29,15.0,0.0,20.0,2.0,3.0,2.0
503,504.0,27.0,7.66927,-4.996318,1.0,26.0,3.375,1.688,1.687,10.79815100154083,32.45,19.85,25.05,350.4,13.0,0.0,19.0,2.0,3.0,2.0
504,505.0,40.0,7.680399,-5.046247,6.0,6.0,146.0,63.0,83.0,11.445271713336497,11.0,5.0,6.6,147.245,10.0,0.0,7.0,2.0,4.0,2.0
505,506.0,41.0,7.6749675,-5.0832779,6.0,6.0,22.0,9.2,12.8,11.445271713336497,11.0,5.0,6.6,147.245,5.0,0.0,7.0,2.0,4.0,2.0
506,507.0,29.0,7.698722,-5.026311,6.0,6.0,773.76,322.4,451.36,15.41860465116279,11.0,5.0,6.6,265.2,15.0,0.0,7.0,2.0,4.0,2.0
507,508.0,19.0,7.6699296,-5.0500806,6.0,28.0,55.0,22.92,32.08,11.445271713336497,11.0,5.0,6.6,147.245,20.0,0.0,7.0,2.0,4.0,2.0
508,509.0,29.0,7.6948375,-5.0238594,6.0,23.0,1831.2,969.62,861.88,0.6333333333333333,12.0,12.0,1.0,7.6,10.0,0.0,6.0,3.0,3.0,2.0
509,510.0,0.0,7.6979921,-4.9665355,0.0,0.0,139356.0,58065.0,81291.0,13.7029702970297,5050.0,5645.0,3918.0,69200.0,50.0,0.0,12.0,3.0,8.0,2.0
510,511.0,3.0,7.6993375,-4.9872031,1.0,1.0,12.48,5.2,7.28,15.41860465116279,17.2,11.13,6.96,265.2,100.0,0.0,6.0,3.0,3.0,2.0
511,512.0,41.0,7.6737238,-5.0801401,1.0,1.0,10.5,4.5,6.0,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,6.0,3.0,3.0,2.0
512,513.0,27.0,7.669656,-4.995378,1.0,1.0,187.2,78.0,109.2,15.41860465116279,17.2,11.13,6.96,265.2,68.0,0.0,6.0,3.0,3.0,2.0
513,514.0,27.0,7.669692,-4.996481,1.0,1.0,25.5,10.5,14.7,15.41860465116279,17.2,11.13,6.96,265.2,150.0,0.0,6.0,3.0,3.0,2.0
514,515.0,25.0,7.736619,-5.051762,1.0,1.0,14.3,5.95,8.33,15.41860465116279,17.2,11.13,6.96,265.2,70.0,0.0,6.0,3.0,3.0,2.0
515,516.0,16.0,7.707592,-5.031385,1.0,1.0,2.4,1.0,1.4,15.41860465116279,17.2,11.13,6.96,265.2,50.0,0.0,6.0,3.0,3.0,2.0
516,517.0,3.0,7.696925,-4.9877656,1.0,1.0,14.4,8.471,5.929,15.41860465116279,17.2,11.13,6.96,265.2,45.0,0.0,6.0,3.0,3.0,2.0
517,518.0,27.0,7.669692,-4.996481,1.0,1.0,3.96,1.65,2.31,15.41860465116279,17.2,11.13,6.96,265.2,55.0,0.0,6.0,3.0,3.0,2.0
518,519.0,1.0,7.7297761,-5.029549,1.0,1.0,324.0,135.0,189.0,15.41860465116279,17.2,11.13,6.96,265.2,25.0,0.0,12.0,3.0,8.0,2.0
519,520.0,2.0,7.733258,-5.07806,1.0,1.0,36.0,12.0,24.0,15.41860465116279,17.2,11.13,6.96,265.2,80.0,0.0,12.0,3.0,8.0,2.0
520,521.0,3.0,7.7018479,-4.9873749,1.0,1.0,36.5,15.208,21.292,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,12.0,3.0,8.0,2.0
521,522.0,27.0,7.6659831,-5.0010893,1.0,1.0,48.0,20.0,28.0,15.41860465116279,17.2,11.13,6.96,265.2,40.0,0.0,6.0,3.0,3.0,2.0
522,523.0,20.0,7.7290125,-5.0015781,1.0,1.0,8.4,3.5,4.9,15.41860465116279,17.2,11.13,6.96,265.2,32.0,0.0,6.0,3.0,3.0,2.0
523,524.0,42.0,7.727388,-5.073164,1.0,1.0,9.0,3.75,5.25,15.41860465116279,17.2,11.13,6.96,265.2,67.0,0.0,6.0,3.0,3.0,2.0
524,525.0,1.0,7.729776,-5.0295489,1.0,1.0,42.0,17.5,24.5,15.41860465116279,17.2,11.13,6.96,265.2,105.0,0.0,6.0,3.0,3.0,2.0
525,526.0,16.0,7.7071375,-5.0319531,1.0,1.0,10.2,6.0,4.2,15.41860465116279,17.2,11.13,6.96,265.2,48.0,0.0,6.0,3.0,3.0,2.0
526,527.0,4.0,7.719345,-4.965051,1.0,1.0,48.0,20.0,28.0,15.41860465116279,17.2,11.13,6.96,265.2,80.0,0.0,12.0,3.0,8.0,2.0
527,528.0,4.0,7.7246042,-4.9702225,1.0,1.0,36.0,15.0,21.0,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,12.0,3.0,8.0,2.0
528,529.0,4.0,7.724476,-4.966772,1.0,1.0,107.4,44.75,62.65,15.41860465116279,17.2,11.13,6.96,265.2,65.0,0.0,12.0,3.0,8.0,2.0
529,530.0,4.0,7.724696,-4.966378,1.0,1.0,30.0,12.5,17.5,15.41860465116279,17.2,11.13,6.96,265.2,5.0,0.0,12.0,3.0,3.0,2.0
530,531.0,4.0,7.721501,-4.966455,1.0,1.0,60.0,25.0,35.0,15.41860465116279,17.2,11.13,6.96,265.2,40.0,0.0,16.0,3.0,3.0,2.0
531,532.0,4.0,7.723819,-4.9708481,1.0,1.0,84.0,35.0,49.0,15.41860465116279,17.2,11.13,6.96,265.2,24.0,0.0,6.0,3.0,3.0,2.0
532,533.0,7.0,7.661559,-4.998232,1.0,1.0,25.2,10.5,14.7,15.41860465116279,17.2,11.13,6.96,265.2,24.0,0.0,6.0,3.0,3.0,2.0
533,534.0,19.0,7.6741824,-5.0564076,1.0,22.0,8.4,3.19,5.22,17.73,19.75,8.5,9.0,325.0,45.0,0.0,6.0,3.0,17.0,2.0
534,535.0,3.0,7.7018479,-4.9873749,1.0,15.0,13.0,5.05,7.07,22.0,13.5,5.0,10.0,300.0,36.0,0.0,6.0,3.0,3.0,2.0
535,536.0,25.0,7.736619,-5.051762,1.0,15.0,10.4,4.35,6.05,22.0,13.5,5.0,10.0,300.0,26.5,0.0,6.0,3.0,3.0,2.0
536,537.0,1.0,7.729776,-5.0295489,1.0,15.0,73.0,30.415,42.585,22.0,13.5,5.0,10.0,300.0,32.0,0.0,6.0,3.0,3.0,2.0
537,538.0,26.0,7.6414127,-5.0275158,1.0,15.0,33.28,13.865,19.415,22.0,13.5,5.0,10.0,300.0,14.5,0.0,6.0,3.0,3.0,2.0
538,539.0,43.0,7.736466,-5.028668,1.0,31.0,13.688,5.7,7.98,27.1,22.5,6.00045,4.8,405.0,32.5,0.0,6.0,3.0,3.0,2.0
539,540.0,1.0,7.729776,-5.0295489,1.0,16.0,36.5,15.208,21.292,33.33,15.0,7.0,10.0,500.0,12.5,0.0,6.0,3.0,3.0,2.0
540,541.0,5.0,7.7114418,-4.972965,1.0,18.0,76.65,31.95,44.7,13.46,26.0,12.0,8.0,350.0,10.0,0.0,12.0,3.0,8.0,2.0
541,542.0,14.0,7.6762875,-5.0561406,1.0,18.0,3.64,1.5,2.14,13.46,26.0,12.0,8.0,350.0,30.0,0.0,6.0,3.0,3.0,2.0
542,543.0,35.0,7.6454763,-5.0211915,1.0,18.0,15.0,6.25,8.75,13.46,26.0,12.0,8.0,350.0,25.0,0.0,6.0,3.0,3.0,2.0
543,544.0,26.0,7.6414128,-5.0275159,1.0,32.0,0.18,0.075,0.105,10.6,23.8,8.5,0.3,252.5,60.0,0.0,6.0,3.0,3.0,2.0
544,545.0,26.0,7.6414129,-5.027516,1.0,33.0,0.18,0.075,0.105,24.21,19.0,0.0009,1.6,460.0,40.0,0.0,6.0,3.0,3.0,2.0
545,546.0,5.0,7.7131672,-4.9701863,1.0,3.0,35.0,14.6,20.4,16.67,1.89,2.85,1.48,31.5,100.0,0.0,20.0,3.0,3.0,2.0
546,547.0,5.0,7.7131672,-4.9701863,1.0,3.0,23.0,9.6,13.4,16.67,1.89,2.85,1.48,31.5,200.0,0.0,20.0,3.0,3.0,2.0
547,548.0,6.0,7.711374,-5.056545,1.0,3.0,2.19,0.91,1.28,16.67,1.89,2.85,1.48,31.5,30.0,0.0,16.0,3.0,3.0,2.0
548,549.0,0.0,7.686289,-4.958266,1.0,3.0,2.4,1.0,1.4,16.67,1.89,2.85,1.48,31.5,65.0,0.0,16.0,3.0,3.0,2.0
549,550.0,0.0,7.686071,-4.958593,1.0,3.0,6.6,2.75,3.85,16.67,1.89,2.85,1.48,31.5,40.0,0.0,16.0,3.0,3.0,2.0
550,551.0,5.0,7.7114419,-4.9729651,1.0,3.0,3.3,1.4,1.9,16.67,1.89,2.85,1.48,31.5,80.0,0.0,16.0,3.0,3.0,2.0
551,552.0,9.0,7.6165171,-5.0362038,1.0,3.0,7.665,3.195,4.473,16.67,1.89,2.85,1.48,31.5,45.0,0.0,6.0,3.0,3.0,2.0
552,553.0,5.0,7.7140038,-4.9695952,1.0,3.0,14.0,5.85,8.15,16.67,1.89,2.85,1.48,31.5,42.5,0.0,12.0,3.0,16.0,2.0
553,554.0,3.0,7.7047982,-4.9849126,1.0,3.0,3.285,1.369,1.916,16.67,1.89,2.85,1.48,31.5,62.5,0.0,6.0,3.0,3.0,2.0
554,555.0,5.0,7.7115159,-4.974332,1.0,4.0,1.5,0.65,0.85,9.15625,3.2,2.5,2.0,29.3,62.5,0.0,6.0,3.0,8.0,2.0
555,556.0,0.0,7.685808,-4.956959,1.0,4.0,12.0,5.0,7.0,7.471938775510204,3.92,20.23,11.9,29.29,17.0,0.0,12.0,3.0,3.0,2.0
556,557.0,5.0,7.7114418,-4.972965,1.0,4.0,3.25,1.73,1.52,10.79815100154083,32.45,19.85,25.05,350.4,27.5,0.0,12.0,3.0,3.0,2.0
557,558.0,5.0,7.7114418,-4.972965,1.0,4.0,1.63,0.88,0.75,10.79815100154083,32.45,19.85,25.05,350.4,27.5,0.0,12.0,3.0,3.0,2.0
558,559.0,5.0,7.7114418,-4.972965,1.0,4.0,0.65,0.35,0.3,10.79815100154083,32.45,19.85,25.05,350.4,21.5,0.0,12.0,3.0,3.0,2.0
559,560.0,14.0,7.68232,-5.05385,1.0,4.0,4.813,2.0,2.8,7.471938775510204,3.92,20.23,11.9,29.29,5.0,0.0,6.0,3.0,3.0,2.0
560,561.0,12.0,7.7006906,-5.0991083,1.0,4.0,1.2,0.5,0.7,4.276923076923077,6.5,18.88,18.49,27.8,20.0,0.0,6.0,3.0,3.0,2.0
561,562.0,14.0,7.68232,-5.05385,1.0,4.0,2.0,0.8,1.12,7.471938775510204,3.92,20.23,11.9,29.29,25.0,0.0,6.0,3.0,3.0,2.0
562,563.0,0.0,7.6852842,-4.9577408,1.0,4.0,3.24,1.35,1.89,7.471938775510204,3.92,20.23,11.9,29.29,10.0,0.0,6.0,3.0,3.0,2.0
563,564.0,5.0,7.6931875,-4.9943594,1.0,4.0,7.3,3.0,4.2,7.471938775510204,3.92,20.23,11.9,29.29,20.0,0.0,6.0,3.0,3.0,2.0
564,565.0,36.0,7.6581875,-5.0206094,1.0,4.0,21.96,9.15,12.81,4.276923076923077,6.5,18.88,18.49,27.8,9.0,0.0,6.0,3.0,3.0,2.0
565,566.0,37.0,7.6790653,-5.0782236,1.0,4.0,7.0,2.0,5.0,7.471938775510204,3.92,20.23,11.9,29.29,9.0,0.0,6.0,3.0,3.0,2.0
566,567.0,37.0,7.6748263,-5.0844132,1.0,4.0,3.4,1.4,2.0,7.471938775510204,3.92,20.23,11.9,29.29,19.0,0.0,6.0,3.0,3.0,2.0
567,568.0,37.0,7.6746668,-5.084147,1.0,4.0,1.4,0.35,1.05,7.471938775510204,3.92,20.23,11.9,29.29,19.0,0.0,6.0,3.0,3.0,2.0
568,569.0,44.0,7.669378,-5.018336,1.0,4.0,9.0,3.75,5.25,7.471938775510204,3.92,20.23,11.9,29.29,9.0,0.0,6.0,3.0,3.0,2.0
569,570.0,22.0,7.683349,-5.081127,1.0,4.0,3.75,1.55,2.2,7.471938775510204,3.92,20.23,11.9,29.29,19.0,0.0,6.0,3.0,3.0,2.0
570,571.0,45.0,7.727634,-5.063493,1.0,4.0,7.3,3.05,4.25,10.79815100154083,32.45,19.85,25.05,350.4,19.0,0.0,6.0,3.0,3.0,2.0
571,572.0,7.0,7.6659632,-5.005519,1.0,4.0,4.5,1.875,2.625,4.276923076923077,6.5,18.88,18.49,27.8,20.0,0.0,6.0,3.0,3.0,2.0
572,573.0,7.0,7.6659632,-5.005519,1.0,4.0,7.5,3.125,4.375,4.276923076923077,6.5,18.88,18.49,27.8,20.0,0.0,6.0,3.0,3.0,2.0
573,574.0,34.0,7.6890281,-4.972176,1.0,4.0,34.0,16.19,17.81,7.471938775510204,3.92,20.23,11.9,29.29,9.0,0.0,6.0,3.0,3.0,2.0
574,575.0,27.0,7.66924,-4.996268,1.0,4.0,3.6,1.5,2.1,4.276923076923077,6.5,18.88,18.49,27.8,13.0,0.0,6.0,3.0,3.0,2.0
575,576.0,26.0,7.65354,-5.016931,1.0,4.0,292.8,122.0,170.8,4.276923076923077,6.5,18.88,18.49,27.8,55.0,0.0,6.0,3.0,3.0,2.0
576,577.0,30.0,7.6606237,-5.0540714,1.0,4.0,7.15,3.129,4.021,4.276923076923077,6.5,18.88,18.49,27.8,19.0,0.0,6.0,3.0,3.0,2.0
577,578.0,30.0,7.6606237,-5.0540714,1.0,4.0,1.95,0.732,1.218,4.276923076923077,6.5,18.88,18.49,27.8,19.0,0.0,6.0,3.0,3.0,2.0
578,579.0,37.0,7.6698944,-5.0845758,1.0,4.0,11.7,4.875,6.825,7.471938775510204,3.92,20.23,11.9,29.29,19.0,0.0,6.0,3.0,3.0,2.0
579,580.0,37.0,7.6698944,-5.0845758,1.0,4.0,78.0,36.72,41.28,7.471938775510204,3.92,20.23,11.9,29.29,60.0,0.0,6.0,3.0,3.0,2.0
580,581.0,37.0,7.6698944,-5.0845758,1.0,4.0,104.0,43.0,60.2,7.471938775510204,3.92,20.23,11.9,29.29,15.0,0.0,6.0,3.0,3.0,2.0
581,582.0,36.0,7.6414625,-5.0209531,1.0,4.0,3.6,1.5,2.1,4.276923076923077,6.5,18.88,18.49,27.8,19.0,0.0,6.0,3.0,3.0,2.0
582,583.0,11.0,7.6599117,-5.0578214,1.0,4.0,0.675,0.338,0.338,4.276923076923077,6.5,18.88,18.49,27.8,16.5,0.0,6.0,3.0,3.0,2.0
583,584.0,33.0,7.7277625,-4.9935156,1.0,4.0,11.7,4.875,6.825,7.471938775510204,3.92,20.23,11.9,29.29,9.0,0.0,6.0,3.0,3.0,2.0
584,585.0,0.0,7.6852843,-4.9577409,1.0,4.0,2.52,0.98,1.54,7.471938775510204,3.92,20.23,11.9,29.29,15.0,0.0,6.0,3.0,3.0,2.0
585,586.0,0.0,7.6852844,-4.957741,1.0,4.0,2.16,0.84,1.32,7.471938775510204,3.92,20.23,11.9,29.29,15.0,0.0,6.0,3.0,3.0,2.0
586,587.0,15.0,7.7162807,-4.9812361,1.0,4.0,54.6,22.75,31.85,7.471938775510204,3.92,20.23,11.9,29.29,60.0,0.0,6.0,3.0,3.0,2.0
587,588.0,23.0,7.672324,-5.101579,1.0,4.0,1.53,0.4,1.13,10.79815100154083,32.45,19.85,25.05,350.4,9.0,0.0,6.0,3.0,3.0,2.0
588,589.0,23.0,7.672324,-5.101579,1.0,4.0,0.96,0.4,0.56,10.79815100154083,32.45,19.85,25.05,350.4,9.0,0.0,6.0,3.0,3.0,2.0
589,590.0,27.0,7.66927,-4.996318,1.0,26.0,3.375,1.688,1.687,10.79815100154083,32.45,19.85,25.05,350.4,13.0,0.0,6.0,3.0,3.0,2.0
590,591.0,41.0,7.6702559,-5.081452,1.0,26.0,1.45,0.6,0.85,7.471938775510204,3.92,20.23,11.9,29.29,9.0,0.0,6.0,3.0,3.0,2.0
591,592.0,41.0,7.6702559,-5.081452,1.0,26.0,4.8,2.0,2.8,7.471938775510204,3.92,20.23,11.9,29.29,9.0,0.0,6.0,3.0,3.0,2.0
592,593.0,26.0,7.6414126,-5.0275157,1.0,26.0,8.64,3.6,5.04,10.79815100154083,32.45,19.85,25.05,350.4,9.0,0.0,6.0,3.0,3.0,2.0
593,594.0,35.0,7.6454763,-5.0211915,1.0,26.0,0.36,0.15,0.21,7.471938775510204,3.92,20.23,11.9,29.29,9.0,0.0,6.0,3.0,3.0,2.0
594,595.0,20.0,7.720978,-5.004407,1.0,30.0,23.4,9.75,13.65,10.79815100154083,32.45,19.85,25.05,350.4,9.0,0.0,6.0,3.0,3.0,2.0
595,596.0,3.0,7.705434,-4.985853,2.0,21.0,1.06,0.354,0.706,220.9333333333333,0.9,0.12,0.72,198.84,12.5,0.0,22.0,3.0,4.0,2.0
596,597.0,16.0,7.707121,-5.0325228,2.0,34.0,0.7,0.23,0.47,12.87188612099644,14.05,3.7,13.05,180.85,12.5,0.0,22.0,3.0,4.0,2.0
597,598.0,40.0,7.680399,-5.046247,6.0,6.0,146.0,63.0,83.0,7.471938775510204,11.0,5.0,6.6,29.29,10.0,0.0,8.0,3.0,4.0,2.0
598,599.0,41.0,7.6749675,-5.0832779,6.0,6.0,22.0,9.2,12.8,7.471938775510204,11.0,5.0,6.6,29.29,5.0,0.0,8.0,3.0,4.0,2.0
599,600.0,29.0,7.698722,-5.026311,6.0,6.0,773.76,322.4,451.36,13.084302325581394,11.0,5.0,6.6,382.6,15.0,0.0,8.0,3.0,4.0,2.0
600,601.0,3.0,7.705434,-4.985853,3.0,6.0,0.75,0.375,0.375,114.20263605442176,11.0,5.0,6.6,114.065,40.0,0.0,22.0,3.0,4.0,2.0
601,602.0,19.0,7.6699296,-5.0500806,6.0,28.0,55.0,22.92,32.08,11.445271713336497,11.0,5.0,6.6,147.245,20.0,0.0,8.0,3.0,4.0,2.0
602,603.0,29.0,7.6972026,-5.024676,6.0,35.0,363.0,202.0,161.0,15.41860465116279,11.0,5.0,6.6,265.2,25.0,0.0,22.0,3.0,4.0,2.0
603,604.0,19.0,7.6741824,-5.0564076,1.0,29.0,1.2,0.455,0.747,10.79815100154083,32.45,19.85,25.05,350.4,22.5,0.0,6.0,3.0,1.0,2.0
604,605.0,0.0,7.6979921,-4.9665355,0.0,0.0,139356.0,58065.0,81291.0,13.7029702970297,5050.0,5645.0,3918.0,69200.0,50.0,0.0,0.0,0.0,8.0,2.0
605,606.0,1.0,7.7297761,-5.029549,1.0,1.0,324.0,135.0,189.0,15.41860465116279,17.2,11.13,6.96,265.2,25.0,0.0,1.0,0.0,8.0,2.0
606,607.0,2.0,7.733258,-5.07806,1.0,1.0,36.0,12.0,24.0,15.41860465116279,17.2,11.13,6.96,265.2,80.0,0.0,1.0,0.0,8.0,2.0
607,608.0,3.0,7.7018479,-4.9873749,1.0,1.0,36.5,15.208,21.292,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,1.0,0.0,8.0,2.0
608,609.0,27.0,7.6659831,-5.0010893,1.0,1.0,48.0,20.0,28.0,15.41860465116279,17.2,11.13,6.96,265.2,40.0,0.0,1.0,0.0,3.0,2.0
609,610.0,20.0,7.7290125,-5.0015781,1.0,1.0,8.4,3.5,4.9,15.41860465116279,17.2,11.13,6.96,265.2,32.0,0.0,1.0,0.0,3.0,2.0
610,611.0,42.0,7.727388,-5.073164,1.0,1.0,9.0,3.75,5.25,15.41860465116279,17.2,11.13,6.96,265.2,67.0,0.0,1.0,0.0,3.0,2.0
611,612.0,1.0,7.729776,-5.0295489,1.0,1.0,42.0,17.5,24.5,15.41860465116279,17.2,11.13,6.96,265.2,105.0,0.0,1.0,0.0,3.0,2.0
612,613.0,16.0,7.7071375,-5.0319531,1.0,1.0,10.2,6.0,4.2,15.41860465116279,17.2,11.13,6.96,265.2,48.0,0.0,1.0,0.0,3.0,2.0
613,614.0,4.0,7.719345,-4.965051,1.0,1.0,48.0,20.0,28.0,15.41860465116279,17.2,11.13,6.96,265.2,80.0,0.0,2.0,0.0,8.0,2.0
614,615.0,4.0,7.7246042,-4.9702225,1.0,1.0,36.0,15.0,21.0,15.41860465116279,17.2,11.13,6.96,265.2,30.0,0.0,2.0,0.0,8.0,2.0
615,616.0,4.0,7.724476,-4.966772,1.0,1.0,107.4,44.75,62.65,15.41860465116279,17.2,11.13,6.96,265.2,65.0,0.0,2.0,0.0,8.0,2.0
